"0" "1" "2" "3" "4" "5" "6" "7" "8" "9" "10" "11" "12" "13" "14" "15" "16" "total"
"0" 0.29 0.29 0.387 0.032 0 0 0 0 0 0 0 0 0 0 0 0 0 31
"1" 0.061 0.827 0.099 0.01 0.004 0 0 0 0 0 0 0 0 0 0 0 0 525
"2" 0.004 0.147 0.799 0.034 0.014 0 0.001 0.001 0 0 0 0 0 0 0 0 0 1112
"3" 0 0.062 0.125 0.583 0.188 0.021 0 0.021 0 0 0 0 0 0 0 0 0 48
"4" 0.024 0.048 0.143 0.119 0.619 0.048 0 0 0 0 0 0 0 0 0 0 0 42
"5" 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
"6" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"7" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"8" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"9" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"10" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"11" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"12" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"13" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"14" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"15" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"16" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"total" 47 611 965 77 53 3 1 2 0 0 0 0 0 0 0 0 0 0
