"rootgene1" "rootgene2" "rootgene3" "rootgene4" "rootgene5" "rootgene6" "rootgene7" "rootgene8" "rootcellcount" "offsgene1" "offsgene2" "offsgene3" "offsgene4" "offsgene5" "offsgene6" "offsgene7" "offsgene8" "offscellcount" "changeprobe1" "changeprobe2" "changeprobe3" "changeprobe4" "changeprobe5" "changeprobe6" "changeprobe7" "changeprobe8" "changeprobenumber" "TotalPrize"
4 2 5 3 2 2 2 4 1 4 2 6 3 2 2 2 3 1 0 0 1 0 0 0 0 1 2 0.00205230995945238
4 2 6 4 2 1 2 4 1 4 2 6 4 2 1 2 3 1 0 0 0 0 0 0 0 1 1 0.0109389157918431
4 2 6 4 2 1 2 4 1 5 0 6 2 2 2 4 2 1 1 1 0 1 0 1 1 1 6 4.45758338640384e-09
4 2 6 4 2 2 2 4 5 3 2 6 4 2 2 2 4 1 1 0 0 0 0 0 0 0 1 0.00339112176256084
4 2 6 4 2 2 2 4 5 4 2 4 4 2 2 2 4 2 0 0 1 0 0 0 0 0 1 0.0392804937496631
4 2 6 4 2 2 2 4 5 4 2 6 4 1 2 2 4 2 0 0 0 0 1 0 0 0 1 0.0216804727704649
4 2 6 4 2 2 2 4 5 4 2 6 4 2 1 2 4 1 0 0 0 0 0 1 0 0 1 0.0164528082412073
4 2 7 4 2 2 4 4 1 5 2 5 4 2 3 4 5 1 1 0 1 0 0 1 0 1 4 2.6639664570196e-06
4 2 7 4 2 2 4 4 1 6 0 6 2 1 2 2 4 1 1 1 1 1 1 0 1 0 6 7.88490687200832e-09
5 0 6 2 2 2 4 2 1 5 2 5 3 1 1 2 4 1 0 1 1 1 1 1 1 1 7 2.8062207802629e-09
5 2 8 6 2 3 4 6 1 7 2 11 8 2 2 4 8 1 1 0 1 1 0 1 0 1 5 5.60796169192459e-07
7 2 11 8 2 2 4 8 1 7 4 11 7 4 3 6 8 1 0 1 0 1 1 1 1 0 5 8.722529739e-11
7 2 11 8 2 2 4 8 1 7 8 8 11 2 4 2 2 1 0 1 1 1 0 1 1 1 6 4.1483936080125e-10
7 4 11 7 4 3 6 8 1 7 8 7 11 3 6 4 4 2 0 1 1 1 1 1 1 1 7 1.27104043350375e-05
2 2 2 2 2 2 2 2 1 1 2 2 2 2 2 2 2 5 1 0 0 0 0 0 0 0 1 0.0105929230275348
2 2 2 2 2 2 2 2 1 2 1 2 2 2 2 2 2 5 0 1 0 0 0 0 0 0 1 0.0312671435204717
2 2 2 2 2 2 2 2 1 2 2 1 2 2 2 2 2 1 0 0 1 0 0 0 0 0 1 0.00933336426430761
2 2 2 2 2 2 2 2 1 2 2 2 1 2 2 2 2 5 0 0 0 1 0 0 0 0 1 0.00954435471884746
2 2 2 2 2 2 2 2 1 2 2 2 2 1 2 2 2 2 0 0 0 0 1 0 0 0 1 0.0473047714083188
2 2 2 2 2 2 2 2 1 2 2 2 2 2 1 2 2 6 0 0 0 0 0 1 0 0 1 0.0358984945169408
2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 1 2 6 0 0 0 0 0 0 1 0 1 0.0240759811166037
2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 3 2 0 0 0 0 0 0 0 1 1 0.0126404936239186
2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 3 2 1 0 0 0 0 0 0 1 0 1 0.0200633175971698
2 2 2 2 2 2 2 2 1 2 2 2 3 2 2 2 2 1 0 0 0 1 0 0 0 0 1 0.0159072578647458
2 2 2 2 2 2 2 2 1 2 3 2 2 2 2 2 2 1 0 1 0 0 0 0 0 0 1 0.00880337050576388
2 2 2 2 2 2 2 2 1 3 2 2 2 2 2 2 2 4 1 0 0 0 0 0 0 0 1 0.0478286524576572
1 1 2 2 2 2 1 2 1 1 2 2 2 1 1 1 2 1 0 1 0 0 1 1 0 0 3 0.000546711191187415
1 2 2 2 1 1 1 2 1 2 1 1 2 1 1 1 2 1 1 1 1 0 0 0 0 0 3 0.000596956195474427
1 2 2 2 2 2 2 2 5 1 2 2 2 3 2 2 2 1 0 0 0 0 1 0 0 0 1 0.00621506122182894
2 1 1 2 1 1 1 2 1 2 1 2 2 1 1 0 2 1 0 0 1 0 0 0 1 0 2 0.00465786687090427
2 1 2 1 2 2 2 2 1 2 1 2 1 2 2 1 2 2 0 0 0 0 0 0 1 0 1 0.0126231332407056
2 1 2 2 1 1 0 2 1 2 1 2 2 2 0 0 2 1 0 0 0 0 1 1 0 0 2 0.00050129888612659
2 1 2 2 2 1 1 2 3 2 1 2 3 2 1 1 2 1 0 0 0 1 0 0 0 0 1 0.0135916835770973
2 1 2 2 2 1 1 2 3 2 1 3 2 2 1 1 2 1 0 0 1 0 0 0 0 0 1 0.0210944549585531
2 1 2 2 2 1 2 2 1 2 1 2 2 1 1 2 2 1 0 0 0 0 1 0 0 0 1 0.0445354749421185
2 1 2 2 2 1 2 2 1 2 1 2 3 2 1 2 2 1 0 0 0 1 0 0 0 0 1 0.0149760217192091
2 1 2 2 2 2 1 1 1 3 1 2 2 2 2 1 1 1 1 0 0 0 0 0 0 0 1 0.0203362810553745
2 1 2 2 2 2 1 2 19 1 1 2 2 2 2 1 2 1 1 0 0 0 0 0 0 0 1 0.00918243202168575
2 1 2 2 2 2 1 2 19 2 1 2 2 1 2 1 2 2 0 0 0 0 1 0 0 0 1 0.0410059477095397
2 1 2 2 2 2 1 2 19 2 1 2 2 2 2 0 2 1 0 0 0 0 0 0 1 0 1 0.00737045860326508
2 1 2 2 2 2 1 2 19 2 1 2 2 2 2 1 3 1 0 0 0 0 0 0 0 1 1 0.0109573602225256
2 1 2 2 2 2 1 3 1 3 1 2 2 2 2 1 3 1 1 0 0 0 0 0 0 0 1 0.019363474900106
2 1 2 2 2 2 2 1 1 2 1 2 2 2 2 1 1 1 0 0 0 0 0 0 1 0 1 0.0112795192622571
2 1 2 2 2 2 2 2 5 2 1 2 1 2 2 2 2 1 0 0 0 1 0 0 0 0 1 0.00911615462520377
2 1 2 2 2 2 2 2 5 2 1 2 2 2 1 2 2 1 0 0 0 0 0 1 0 0 1 0.0342879363213756
2 1 2 2 2 2 2 2 5 2 1 2 2 2 2 1 2 19 0 0 0 0 0 0 1 0 1 0.022995830842187
2 1 2 2 2 2 2 2 5 2 1 2 2 2 2 2 1 1 0 0 0 0 0 0 0 1 1 0.00987822626121623
2 1 2 2 2 2 2 2 5 3 1 2 2 2 2 2 2 1 1 0 0 0 0 0 0 0 1 0.0456828569518827
2 1 2 3 2 1 1 2 1 2 1 2 3 2 2 1 2 1 0 0 0 0 0 1 0 0 1 0.0235369784366586
2 1 2 3 2 2 1 2 1 3 1 2 3 2 2 1 2 1 1 0 0 0 0 0 0 0 1 0.0277955037411385
2 2 2 1 2 1 1 2 1 2 2 2 1 2 2 1 2 1 0 0 0 0 0 1 0 0 1 0.0201771192355603
2 2 2 1 2 1 1 2 1 2 2 2 2 2 1 1 2 9 0 0 0 1 0 0 0 0 1 0.0946948891396183
2 2 2 1 2 1 2 2 1 2 2 2 1 2 1 1 2 1 0 0 0 0 0 0 1 0 1 0.0130268101461909
2 2 2 1 2 2 2 2 5 2 2 2 0 2 2 2 2 1 0 0 0 1 0 0 0 0 1 0.00694134888643451
2 2 2 1 2 2 2 2 5 2 2 2 1 2 1 2 2 1 0 0 0 0 0 1 0 0 1 0.0197058102635176
2 2 2 1 2 2 2 2 5 2 2 2 1 2 2 2 1 1 0 0 0 0 0 0 0 1 1 0.00567717026242465
2 2 2 2 2 1 1 2 9 2 1 2 2 2 1 1 2 3 0 1 0 0 0 0 0 0 1 0.0279705515249819
2 2 2 2 2 2 3 2 1 2 2 2 2 2 2 4 2 2 0 0 0 0 0 0 1 0 1 0.0382746366469085
2 2 2 3 2 2 2 2 1 2 2 2 3 2 2 2 4 1 0 0 0 0 0 0 0 1 1 0.00327419678386194
2 2 2 3 2 2 2 4 1 2 2 3 2 2 3 2 3 1 0 0 1 1 0 1 0 1 4 1.04008088386769e-05
2 2 3 2 2 3 2 3 1 4 3 4 2 3 3 4 4 1 1 1 1 0 1 0 1 1 6 5.1817636971072e-09
3 1 2 2 2 2 1 1 1 3 1 2 2 2 2 1 2 2 0 0 0 0 0 0 0 1 1 0.059028720953626
3 1 2 2 2 2 1 2 2 3 1 2 1 2 2 1 2 1 0 0 0 1 0 0 0 0 1 0.0066931562992715
3 1 2 2 2 2 1 2 2 3 2 2 2 1 2 1 2 1 0 1 0 0 1 0 0 0 2 0.00557673143389415
3 1 2 3 2 1 1 2 1 3 1 2 2 2 1 1 2 1 0 0 0 1 0 0 0 0 1 0.0223908756620455
3 1 2 3 2 2 1 2 1 3 1 2 3 2 1 1 2 1 0 0 0 0 0 1 0 0 1 0.0168773839249584
3 1 2 3 2 2 1 2 1 3 2 2 2 2 0 1 2 1 0 1 0 1 0 1 0 0 3 1.82281002764791e-05
3 2 2 2 1 2 1 2 1 4 2 3 2 2 2 2 2 1 1 0 1 0 1 0 1 0 4 0.00020751724942408
3 2 2 2 2 2 2 2 4 3 2 2 2 3 2 2 2 1 0 0 0 0 1 0 0 0 1 0.00885133993790143
4 3 4 2 3 3 4 4 1 3 2 3 2 2 4 4 3 1 1 1 1 0 1 1 0 1 6 3.71284516764e-08
2 2 2 2 2 2 2 2 2 1 2 1 2 2 1 2 2 1 1 0 1 0 0 1 0 0 3 5.36860538653826e-05
2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 1 0 0 0 0 0 0 0 1 0.0105929230275348
2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 3 0 1 0 0 0 0 0 0 1 0.0312671435204717
2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 1 0 0 1 0 0 0 0 0 1 0.00933336426430761
2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 1 0 0 0 1 0 0 0 0 1 0.00954435471884746
2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 0 0 0 0 1 0 0 0 1 0.0473047714083188
2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 1 0 0 0 0 0 1 0 0 1 0.0358984945169408
2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 3 0 0 0 0 0 0 0 1 1 0.0103422220559334
2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 3 2 0 0 0 0 0 0 0 1 1 0.0126404936239186
2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 3 2 1 0 0 0 0 0 0 1 0 1 0.0200633175971698
2 2 2 2 2 2 2 2 2 2 2 4 2 2 2 2 2 3 0 0 1 0 0 0 0 0 1 0.00782798293135477
0 1 4 2 1 2 2 2 1 0 2 4 2 2 2 2 0 1 0 1 0 0 1 0 0 1 3 1.6689820735166e-05
0 2 4 2 2 2 2 0 1 0 2 4 4 1 2 2 3 1 0 0 0 1 1 0 0 1 3 0.000156249653362456
0 2 4 4 1 2 2 3 1 0 2 5 5 0 4 2 4 1 0 0 1 1 1 1 0 1 5 2.26468633099362e-07
0 2 4 4 1 2 2 3 1 2 0 4 4 1 2 2 1 1 1 1 0 0 0 0 0 1 3 1.80631240358453e-05
1 1 4 2 1 2 2 2 2 0 1 4 2 1 2 2 2 1 1 0 0 0 0 0 0 0 1 0.00682876964369616
1 1 4 2 1 2 2 2 2 1 1 4 3 1 2 2 2 1 0 0 0 1 0 0 0 0 1 0.00835770334687223
1 1 4 3 1 2 2 2 1 2 0 3 1 2 3 1 1 1 1 1 1 1 1 1 1 1 8 5.364488905776e-11
1 1 4 3 1 2 2 2 1 2 1 4 3 1 2 2 2 1 1 0 0 0 0 0 0 0 1 0.0905671126315608
1 2 1 2 2 1 2 2 1 1 2 3 2 1 2 2 2 1 0 0 1 0 1 1 0 0 3 0.000292420545055983
2 0 2 2 2 2 2 1 1 2 0 2 4 2 2 2 1 1 0 0 0 1 0 0 0 0 1 0.00140491201984011
2 0 2 2 2 2 2 2 1 2 0 2 2 2 2 2 1 1 0 0 0 0 0 0 0 1 1 0.00569005369311096
2 0 2 4 2 2 2 1 1 2 1 3 2 1 2 1 3 1 0 1 1 1 1 0 1 1 6 1.77288536731477e-06
2 0 3 1 2 3 1 1 1 2 1 5 2 1 2 1 1 1 0 1 1 1 1 1 0 0 5 8.31282878114546e-06
2 0 4 4 1 2 2 1 1 2 1 4 4 2 4 4 2 1 0 1 0 0 1 1 1 1 5 6.41374454936288e-07
2 1 1 2 1 2 2 1 1 2 1 2 2 2 1 1 1 1 0 0 1 0 1 1 1 0 4 0.000120870035587998
2 1 2 1 2 2 2 1 1 2 1 2 1 2 2 3 2 1 0 0 0 0 0 0 1 1 2 0.00344374119136568
2 1 2 2 1 2 2 1 1 1 1 2 2 1 2 2 1 1 1 0 0 0 0 0 0 0 1 0.00513666381600423
2 1 2 2 1 2 2 1 1 2 1 1 2 1 2 2 1 1 0 0 1 0 0 0 0 0 1 0.0045258852890214
2 1 2 2 1 2 2 2 4 2 1 2 1 1 2 2 2 1 0 0 0 1 0 0 0 0 1 0.00943561936801441
2 1 2 2 1 2 2 2 4 2 1 2 2 1 2 2 1 1 0 0 0 0 0 0 0 1 1 0.0102243968936493
2 1 2 2 2 2 2 2 3 2 0 2 2 2 2 2 2 1 0 1 0 0 0 0 0 0 1 0.0154817895101365
2 1 2 2 2 2 2 2 3 2 1 1 2 2 2 2 2 1 0 0 1 0 0 0 0 0 1 0.00891463009424422
2 1 2 2 2 2 2 2 3 2 1 2 2 1 2 2 2 4 0 0 0 0 1 0 0 0 1 0.0451824794206965
2 1 4 2 1 2 2 1 4 2 1 4 2 1 2 2 0 1 0 0 0 0 0 0 0 1 1 0.0260405518334156
2 1 4 2 1 2 2 2 14 1 1 4 2 1 2 2 2 2 1 0 0 0 0 0 0 0 1 0.00979779992356405
2 1 4 2 1 2 2 2 14 2 1 4 2 1 1 2 2 1 0 0 0 0 0 1 0 0 1 0.0332038914962267
2 1 4 2 1 2 2 2 14 2 1 4 2 1 2 1 2 1 0 0 0 0 0 0 1 0 1 0.0222687963776214
2 1 4 2 1 2 2 2 14 2 1 4 2 1 2 2 1 4 0 0 0 0 0 0 0 1 1 0.00956591700003024
2 1 4 2 1 2 2 2 14 2 1 4 2 1 2 2 3 1 0 0 0 0 0 0 0 1 1 0.0116916763333703
2 1 4 2 1 2 2 2 14 2 1 5 2 1 2 2 2 1 0 0 1 0 0 0 0 0 1 0.0163705417996971
2 1 4 2 2 2 2 2 3 2 1 4 2 1 2 2 2 14 0 0 0 0 1 0 0 0 1 0.0422726007694807
2 1 4 3 1 2 2 2 1 2 1 4 4 1 2 2 2 1 0 0 0 1 0 0 0 0 1 0.0676808653887591
2 1 4 4 1 2 2 2 1 2 2 4 2 2 3 3 0 1 0 1 0 1 1 1 1 1 6 5.3601715927188e-09
2 1 4 4 1 2 2 2 1 2 2 4 4 1 2 2 2 1 0 1 0 0 0 0 0 0 1 0.0349427263803991
2 1 4 4 2 4 4 2 1 2 4 4 4 3 4 4 4 1 0 1 0 0 1 0 0 1 3 6.01714296612263e-07
2 1 4 4 2 4 4 2 1 3 1 4 4 3 1 3 2 1 1 0 0 0 1 1 1 0 4 1.02748060194039e-05
2 2 1 2 2 2 2 2 1 2 2 0 2 2 2 2 2 1 0 0 1 0 0 0 0 0 1 0.05298942291994
2 2 1 2 2 2 2 2 1 2 2 1 2 2 2 2 1 1 0 0 0 0 0 0 0 1 1 0.00284592761492313
2 2 2 1 2 2 2 1 1 2 1 2 1 2 2 2 1 1 0 1 0 0 0 0 0 0 1 0.00841875271402517
2 2 2 1 2 2 2 2 1 2 2 2 1 2 2 2 1 1 0 0 0 0 0 0 0 1 1 0.00567717026242465
2 2 2 1 2 2 2 2 1 2 2 3 1 2 2 2 2 1 0 0 1 0 0 0 0 0 1 0.0135521573497055
2 2 2 2 1 2 2 2 2 2 2 2 2 1 0 2 2 1 0 0 0 0 0 1 0 0 1 0.00127030818289999
2 2 2 2 2 2 2 0 3 2 2 2 2 1 2 2 0 1 0 0 0 0 1 0 0 0 1 0.0264272465968261
2 2 2 2 2 2 2 1 3 2 2 2 2 2 2 2 0 3 0 0 0 0 0 0 0 1 1 0.0281538267078188
2 2 2 2 2 2 2 1 3 3 2 2 2 2 2 2 1 1 1 0 0 0 0 0 0 0 1 0.0234600876300687
2 2 2 2 2 2 2 3 2 2 2 2 0 2 2 2 3 1 0 0 0 1 0 0 0 0 1 0.000675391954033898
2 2 2 2 2 2 2 3 2 2 2 2 2 2 2 2 4 1 0 0 0 0 0 0 0 1 1 0.101985800829344
2 2 2 2 2 2 3 2 1 2 2 2 2 2 2 4 2 1 0 0 0 0 0 0 1 0 1 0.0382746366469085
2 2 4 1 2 2 2 1 1 3 2 4 3 2 2 2 2 1 1 0 0 1 0 0 0 1 3 0.00161490118588414
2 2 4 2 2 2 2 1 1 2 2 4 1 2 2 2 1 1 0 0 0 1 0 0 0 0 1 0.00438002879062401
2 2 4 2 2 2 2 2 3 2 1 4 2 2 2 2 2 3 0 1 0 0 0 0 0 0 1 0.0292534516075608
2 2 4 2 2 2 2 2 3 2 2 4 2 1 2 2 2 3 0 0 0 0 1 0 0 0 1 0.0442582111888135
2 2 4 2 2 2 2 2 3 2 2 4 2 2 2 1 2 1 0 0 0 0 0 0 1 0 1 0.0225254202718576
2 2 4 2 2 2 2 2 3 2 2 4 2 2 2 2 1 1 0 0 0 0 0 0 0 1 1 0.00967615389073866
2 2 4 2 2 2 2 2 3 2 2 4 2 3 2 2 2 1 0 0 0 0 1 0 0 0 1 0.0102365930640793
2 2 4 2 2 3 3 0 1 4 2 4 2 0 2 2 2 1 1 0 0 0 1 1 1 1 5 1.82910997970008e-07
2 2 4 4 1 2 2 2 1 2 2 4 4 1 2 2 4 1 0 0 0 0 0 0 0 1 1 0.00413358788326789
2 2 4 4 1 2 2 4 1 3 2 5 2 1 4 2 2 1 1 0 1 1 0 1 0 1 5 1.20365105899234e-07
2 4 4 4 3 4 4 4 1 3 1 7 4 2 4 4 2 1 1 1 1 0 1 0 0 1 5 1.33830788319427e-07
3 1 4 4 3 1 3 2 1 3 2 6 4 2 3 3 2 1 0 1 1 0 1 1 0 0 4 3.09026172204288e-06
3 1 7 4 2 4 4 2 1 3 1 8 4 1 2 3 3 1 0 0 1 0 1 1 1 1 5 7.83448132940007e-06
3 1 8 4 1 2 3 3 1 3 2 7 4 2 5 4 2 1 0 1 1 0 1 1 1 1 6 2.50903690216059e-08
3 2 6 4 2 3 3 2 1 3 2 7 2 2 4 3 3 1 0 0 1 1 0 1 0 1 4 2.90708775067899e-06
3 2 7 2 2 4 3 3 1 3 2 7 4 2 4 2 4 1 0 0 0 1 0 0 1 1 3 6.92697903827178e-05
3 2 7 4 2 4 2 4 1 3 2 7 4 2 4 4 4 1 0 0 0 0 0 0 1 0 1 0.001221989698561
3 2 7 4 2 4 4 4 1 4 2 7 3 2 4 4 4 1 1 0 0 1 0 0 0 0 2 0.00229757610178013
4 1 8 4 2 4 4 4 1 4 2 7 4 4 4 4 4 1 0 1 1 0 1 0 0 0 3 9.4842091487914e-05
4 2 2 4 2 4 4 4 1 2 2 2 4 2 4 4 4 1 1 0 0 0 0 0 0 0 1 0.00151731163216186
4 2 2 4 2 4 4 4 1 4 2 4 4 2 3 3 4 1 0 0 1 0 0 1 1 0 3 0.000102929285193404
4 2 4 2 0 2 2 2 1 4 2 4 4 2 2 2 2 1 0 0 0 1 1 0 0 0 2 0.00245635858121709
4 2 4 4 2 3 3 4 1 4 3 6 2 1 3 3 2 1 0 1 1 1 1 0 0 1 5 2.70761961022883e-07
4 2 4 4 2 4 4 3 1 4 2 4 4 2 4 4 4 1 0 0 0 0 0 0 0 1 1 0.0651020370449281
4 2 4 4 2 4 4 4 1 4 2 2 4 2 4 4 4 1 0 0 1 0 0 0 0 0 1 0.00666799830855206
4 2 4 4 2 4 4 4 1 4 2 4 3 2 4 4 4 1 0 0 0 1 0 0 0 0 1 0.011999393352552
4 2 5 2 2 4 4 4 1 4 2 7 4 2 2 2 4 1 0 0 1 1 0 1 1 0 4 1.62784170753587e-06
4 2 6 2 2 4 4 4 1 4 2 5 2 2 4 4 4 1 0 0 1 0 0 0 0 0 1 0.014410618967131
4 2 6 2 2 4 4 4 1 4 2 8 2 2 4 4 2 1 0 0 1 0 0 0 0 1 2 0.000374472312980699
4 2 7 2 2 4 4 4 1 4 2 6 2 2 4 4 4 1 0 0 1 0 0 0 0 0 1 0.0235232162551698
4 2 7 3 2 4 4 4 1 4 2 7 2 2 4 4 4 1 0 0 0 1 0 0 0 0 1 0.0103857911592663
4 2 7 3 2 4 4 4 1 4 2 7 4 2 4 4 3 1 0 0 0 1 0 0 0 1 2 0.002209439639874
4 2 7 4 2 2 2 4 1 4 2 7 2 2 2 2 4 1 0 0 0 1 0 0 0 0 1 0.00717358733380199
4 2 7 4 2 4 4 2 1 4 2 3 4 2 4 4 2 1 0 0 1 0 0 0 0 0 1 0.0115035135352
4 2 7 4 2 4 4 2 1 4 2 8 4 2 2 3 4 1 0 0 1 0 0 1 1 1 4 2.21698049831375e-05
4 2 7 4 2 4 4 3 1 4 2 4 4 2 4 4 3 1 0 0 1 0 0 0 0 0 1 0.00537259067900959
4 2 7 4 2 4 4 3 1 4 2 7 4 2 4 4 2 1 0 0 0 0 0 0 0 1 1 0.0146424211790027
4 2 7 4 2 4 4 3 1 4 2 8 4 2 2 4 0 1 0 0 1 0 0 1 0 1 3 9.15232812726895e-05
4 2 7 4 2 4 4 3 1 4 2 8 4 2 4 4 3 1 0 0 1 0 0 0 0 0 1 0.0319477267162535
4 2 7 4 4 4 4 4 1 4 2 8 5 4 4 5 4 1 0 0 1 1 0 0 1 0 3 0.000381152547507504
4 2 7 4 4 4 4 4 1 4 3 8 3 1 3 3 6 1 0 1 1 1 1 1 1 1 7 2.99679868196755e-09
4 2 8 2 2 4 4 2 1 4 2 4 2 2 4 4 2 1 0 0 1 0 0 0 0 0 1 0.0427754523572413
4 2 8 2 2 4 4 2 1 5 2 7 4 2 3 2 1 1 1 0 1 1 0 1 1 1 6 5.74617594246696e-08
4 2 8 4 2 2 3 4 1 4 2 8 4 2 3 4 2 1 0 0 0 0 0 1 1 1 3 4.04991545669809e-05
4 2 8 4 2 2 4 0 1 4 4 4 4 4 2 4 0 1 0 1 1 0 1 0 0 0 3 3.5497889299651e-06
4 2 8 4 2 3 4 2 1 5 2 4 5 2 4 4 1 1 1 0 1 1 0 1 0 1 5 1.37645325680663e-06
4 2 8 4 2 4 4 3 1 4 2 8 4 2 4 4 4 4 0 0 0 0 0 0 0 1 1 0.0296584999804178
4 2 8 4 2 4 4 4 4 4 1 8 4 2 4 4 4 1 0 1 0 0 0 0 0 0 1 0.00819876008737485
4 2 8 5 4 4 5 4 1 6 2 7 8 0 4 4 3 1 1 0 1 1 1 0 1 1 6 1.26045349102633e-08
4 3 8 3 1 3 3 6 1 4 4 8 4 4 3 4 2 1 0 1 0 1 1 0 1 1 5 3.34799182605888e-08
4 4 8 4 4 3 4 2 1 5 4 8 8 4 7 3 1 1 1 0 0 1 0 1 1 1 5 2.30277941397504e-09
2 2 2 2 2 2 2 2 8 1 2 2 2 2 2 2 2 1 1 0 0 0 0 0 0 0 1 0.0105929230275348
2 2 2 2 2 2 2 2 8 2 1 2 2 2 2 2 2 2 0 1 0 0 0 0 0 0 1 0.0312671435204717
2 2 2 2 2 2 2 2 8 2 2 2 1 2 2 2 2 2 0 0 0 1 0 0 0 0 1 0.00954435471884746
2 2 2 2 2 2 2 2 8 2 2 2 2 1 2 2 2 4 0 0 0 0 1 0 0 0 1 0.0473047714083188
2 2 2 2 2 2 2 2 8 2 2 2 2 2 1 2 2 2 0 0 0 0 0 1 0 0 1 0.0358984945169408
2 2 2 2 2 2 2 2 8 2 2 2 2 2 2 2 0 1 0 0 0 0 0 0 0 1 1 0.00143641972999075
2 2 2 2 2 2 2 2 8 2 2 2 2 2 2 2 3 2 0 0 0 0 0 0 0 1 1 0.0126404936239186
2 2 2 2 2 2 2 2 8 2 2 2 2 3 2 2 2 1 0 0 0 0 1 0 0 0 1 0.0109412396454615
2 2 2 2 2 2 2 2 8 2 2 3 2 2 2 2 2 1 0 0 1 0 0 0 0 0 1 0.0246882538604266
2 2 2 2 2 2 2 2 8 2 3 2 2 2 2 2 2 1 0 1 0 0 0 0 0 0 1 0.00880337050576388
1 3 2 2 1 2 2 2 1 2 2 2 2 3 3 3 2 1 1 1 0 0 1 1 1 0 5 7.89165919084042e-07
2 2 2 2 1 2 2 2 4 2 2 2 2 0 2 2 2 2 0 0 0 0 1 0 0 0 1 0.0196298711286221
2 2 2 2 1 2 2 2 4 2 2 2 2 1 3 2 2 1 0 0 0 0 0 1 0 0 1 0.0104800425089249
2 2 2 2 1 2 2 2 4 2 3 2 2 1 2 2 2 3 0 1 0 0 0 0 0 0 1 0.00911187410296211
2 2 2 2 2 1 2 2 2 2 2 2 2 2 1 3 2 1 0 0 0 0 0 0 1 0 1 0.0197760147198833
2 2 3 2 2 2 2 2 1 2 2 4 2 2 2 2 2 1 0 0 1 0 0 0 0 0 1 0.035526999457687
2 2 4 2 2 2 2 2 1 2 3 4 2 2 2 2 2 1 0 1 0 0 0 0 0 0 1 0.00823640870504139
2 3 2 2 1 2 2 2 3 1 3 2 2 1 2 2 2 1 1 0 0 0 0 0 0 0 1 0.0100321227854516
2 3 4 2 1 2 2 2 1 2 3 3 2 1 2 2 2 2 0 0 1 0 0 0 0 0 1 0.0119757531313663
2 3 4 2 1 2 2 2 1 3 2 3 2 0 2 2 2 1 1 1 1 0 1 0 0 0 4 2.52305182649853e-05
2 3 4 2 2 2 2 2 1 2 3 4 2 1 2 2 2 1 0 0 0 0 1 0 0 0 1 0.0404960019732355
2 3 4 2 2 2 2 2 1 3 3 4 2 2 2 2 2 2 1 0 0 0 0 0 0 0 1 0.040944478678146
3 2 4 2 1 2 2 2 8 3 0 4 2 1 2 2 2 1 0 1 0 0 0 0 0 0 1 0.0033294243138395
3 2 4 2 1 2 2 2 8 3 2 4 2 1 2 2 1 1 0 0 0 0 0 0 0 1 1 0.00810221916820383
3 2 4 2 1 2 2 2 8 3 3 3 3 2 2 2 2 1 0 1 1 1 1 0 0 0 4 2.68492546290886e-06
3 3 4 1 1 2 2 2 1 3 3 4 1 1 2 1 2 1 0 0 0 0 0 0 1 0 1 0.00947350035838276
3 3 4 2 1 1 2 1 1 3 3 4 2 1 3 4 2 1 0 0 0 0 0 1 1 1 3 1.65958540668837e-05
3 3 4 2 1 1 2 1 1 3 4 4 2 2 2 3 3 1 0 1 0 0 1 1 1 1 5 4.43597211873912e-06
3 3 4 2 1 1 2 2 2 3 3 4 2 1 1 2 1 1 0 0 0 0 0 0 0 1 1 0.00730732305304089
3 3 4 2 1 2 2 2 13 3 2 4 2 1 2 2 2 8 0 1 0 0 0 0 0 0 1 0.0283001066676357
3 3 4 2 1 2 2 2 13 3 3 4 1 1 2 2 2 1 0 0 0 1 0 0 0 0 1 0.00684155767527279
3 3 4 2 1 2 2 2 13 3 3 4 2 0 2 2 2 1 0 0 0 0 1 0 0 0 1 0.0135946220795269
3 3 4 2 1 2 2 2 13 3 3 4 2 1 1 2 2 2 0 0 0 0 0 1 0 0 1 0.0257326585115408
3 3 4 2 1 2 2 2 13 3 3 4 3 1 2 2 2 1 0 0 0 1 0 0 0 0 1 0.0114025961254547
3 3 4 2 1 3 4 2 1 3 3 4 3 1 2 4 2 1 0 0 0 1 0 1 0 0 2 0.00292151770812833
3 3 4 2 2 2 2 2 2 3 3 4 2 1 2 2 2 13 0 0 0 0 1 0 0 0 1 0.0327608105850894
3 3 4 2 2 2 2 2 2 3 3 4 2 2 2 3 2 2 0 0 0 0 0 0 1 0 1 0.0138948044339092
