"0" "1" "2" "3" "4" "5" "6" "7" "8" "9" "10" "11" "12" "13" "14" "15" "16" "total"
"0" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1" 0 0.167 0.5 0.333 0 0 0 0 0 0 0 0 0 0 0 0 0 6
"2" 0 0.021 0.731 0.235 0.013 0 0 0 0 0 0 0 0 0 0 0 0 532
"3" 0 0 0 0.664 0.328 0.008 0 0 0 0 0 0 0 0 0 0 0 122
"4" 0 0 0.017 0 0.828 0.121 0.017 0.017 0 0 0 0 0 0 0 0 0 58
"5" 0 0 0 0 0 0.806 0.177 0.016 0 0 0 0 0 0 0 0 0 62
"6" 0 0 0 0.022 0.044 0.044 0.6 0.289 0 0 0 0 0 0 0 0 0 45
"7" 0 0 0 0 0 0 0 0.8 0.2 0 0 0 0 0 0 0 0 15
"8" 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 6
"9" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"10" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"11" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"12" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"13" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"14" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"15" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"16" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"total" 0 12 393 209 97 60 39 27 9 0 0 0 0 0 0 0 0 0
