"0" "1" "2" "3" "4" "5" "6" "7" "8" "9" "10" "11" "12" "13" "14" "15" "16" "total"
"0" 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2
"1" 0 0.4 0.2 0 0.2 0 0 0 0 0 0 0 0 0 0 0 0 5
"2" 0.002 0.019 0.93 0.03 0.015 0.002 0 0 0 0 0 0.002 0 0 0 0 0 528
"3" 0 0 0 0.615 0.385 0 0 0 0 0 0 0 0 0 0 0 0 39
"4" 0 0 0.011 0.033 0.891 0.054 0 0.005 0.005 0 0 0 0 0 0 0 0 184
"5" 0 0 0 0.02 0.18 0.48 0.26 0.04 0.02 0 0 0 0 0 0 0 0 50
"6" 0 0 0 0.121 0.121 0.091 0.606 0.061 0 0 0 0 0 0 0 0 0 33
"7" 0 0 0 0 0.5 0 0.5 0 0 0 0 0 0 0 0 0 0 2
"8" 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 2
"9" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"10" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"11" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"12" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"13" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"14" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"15" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"16" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"total" 1 12 496 51 202 38 34 5 4 0 0 1 0 0 0 0 0 0
